,User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
3716,SR04388,36.0,male,student,5.0,7.0,10.0,3.5,0.0,8.0,36.0,3.0,6.0,0.5,10,1
3719,SR01818,55.0,male,business owner,4.5,8.0,11.5,1.0,3.0,5.0,53.0,5.0,9.0,1.0,10,1
3721,SR00711,37.0,male,retired,8.5,3.5,5.5,0.5,1.0,8.0,33.0,2.0,1.0,1.0,9,1
3722,SR01040,78.0,male,retired,5.5,3.0,6.5,3.0,2.0,5.0,18.799635285369174,2.0,1.0,0.0,8,1
3723,SR03990,34.0,other,business owner,6.5,6.5,8.5,3.0,2.0,5.0,28.0,3.0,7.0,1.5,9,1
3724,SR03360,23.0,male,student,6.0,7.0,6.0,1.0,4.0,3.0,33.0,1.0,4.0,0.5827832057037232,10,0
3725,SR00047,29.0,female,young professional,5.0,5.0,7.0,7.0,1.0,6.0,6.0,6.0,10.0,1.5,10,1
3727,SR04800,41.0,female,teacher,6.5,7.5,9.0,5.0,1.0,5.0,19.0,1.0,9.0,0.5,10,1
3728,SR03643,29.0,female,freelancer,9.5,3.0,4.5,4.5,3.0,6.0,40.0,3.0,8.0,0.5,10,1
3729,SR03727,51.0,female,young professional,8.5,5.5,6.0,1.0,0.0,5.0,42.0,9.0,14.0,1.0,10,1
3730,SR04983,21.0,other,student,6.5,7.0,7.0,2.0,4.0,7.0,23.0,0.0,2.0,0.5,9,0
3733,SR03609,60.0,other,teacher,6.5,4.0,3.5,2.5,1.0,10.0,19.0,4.0,12.0,1.0,8,0
3734,SR01224,63.0,male,retired,8.5,1.0,3.0,4.5,0.0,9.0,3.0,3.0,4.0,0.0,4,0
3735,SR04061,28.0,other,freelancer,8.5,5.5,6.5,5.0,2.0,4.0,47.0,3.0,9.0,0.5,10,1
3736,SR03024,32.0,female,healthcare worker,3.5,3.0,2.5,3.0,2.0,7.0,38.0,2.0,10.0,0.5,10,1
3737,SR02422,24.0,female,business owner,6.5,10.0,13.5,2.0,6.0,6.0,36.0,6.0,8.0,0.5,10,1
3739,SR01751,34.0,female,teacher,7.5,3.0,1.5,7.0,2.0,3.0,3.0,3.1847368421052633,6.0,0.5,3,0
3740,SR04838,38.0,male,young professional,6.0,3.0,4.5,8.5,3.0,9.0,21.0,2.0,7.0,2.0,6,0
3741,SR04097,20.0,male,student,6.5,9.0,11.5,4.0,-1.0,3.0,48.0,5.0,7.0,1.0,10,1
3742,SR01800,27.0,male,freelancer,8.0,10.5,13.0,2.0,2.0,4.0,47.0,5.0,10.0,0.0,10,1
3744,SR00216,28.0,other,freelancer,7.5,7.0,8.5,2.66384778012685,1.0,3.0,28.0,4.0,7.0,0.5,6,0
3745,SR03664,68.0,female,retired,5.0,1.5,2.5,2.0,1.0,10.0,3.0,1.0,2.0,0.0,10,1
3746,SR01342,20.0,female,student,6.5,4.5,7.0,3.5,2.0,5.0,40.0,3.0,4.0,0.5827832057037232,10,1
3748,SR01521,21.0,female,business owner,7.0,2.5,3.5,4.5,3.0,3.0,36.0,0.0,10.0,0.5,10,1
3749,SR03641,30.0,female,healthcare worker,7.0,5.5,7.0,1.5,1.0,8.0,22.0,7.0,12.0,1.0,5,0
3750,SR03938,42.0,female,young professional,5.5,4.5,5.5,1.5,4.0,8.0,29.555859511190782,0.0,11.0,1.5,10,1
3751,SR04428,48.0,female,healthcare worker,6.0,1.0,1.0,1.5,2.0,7.0,24.0,3.0,11.0,1.0,10,0
3753,SR02865,36.0,male,retired,7.0,6.5,9.0,0.0,2.0,9.0,22.0,3.0,0.0,0.5,4,0
3755,SR04841,29.0,male,young professional,3.5,5.5,6.5,2.0,3.0,6.0,35.0,4.0,15.0,0.5,10,1
3756,SR02323,29.0,other,healthcare worker,6.5,3.5,6.0,3.5,3.0,6.0,23.0,4.0,12.0,1.5,7,0
3757,SR02572,32.0,female,young professional,6.5,6.0,9.5,3.5,-1.0,8.0,27.0,3.0,11.0,1.5,10,1
3758,SR02914,57.0,female,retired,9.0,5.0,7.5,2.0,1.0,6.0,6.0,8.0,2.0,0.0,0,0
3759,SR00102,58.0,male,business owner,4.5,10.0,13.0,2.0,3.0,3.0,53.0,1.0,11.0,1.5,10,1
3760,SR03550,28.0,male,healthcare worker,7.5,1.0,2.5,0.0,3.0,7.0,11.0,6.0,11.0,0.0,3,0
3761,SR01459,54.0,male,business owner,7.0,4.5,4.5,3.5,3.0,6.0,13.0,0.0,16.0,2.0,10,1
3762,SR00172,73.0,female,retired,8.5,1.0,1.0,0.0,2.0,6.0,22.0,4.0,3.0,0.5,3,0
3763,SR00108,40.0,male,retired,7.0,3.0,2.0,0.5,3.0,8.0,3.0,3.1847368421052633,6.0,0.5,4,0
3764,SR04197,20.0,other,young professional,7.5,6.5,8.510955796509851,5.5,2.0,8.0,40.0,4.0,7.0,0.5,10,1
3765,SR03570,24.0,other,healthcare worker,7.5,4.5,3.5,0.0,3.0,5.0,18.0,1.0,9.0,0.5,6,0
3767,SR04296,50.0,other,retired,6.5,3.5,4.5,0.0,3.0,7.0,10.0,2.0,0.0,0.5,7,0
3768,SR04064,21.0,female,student,8.0,7.0,9.0,2.5,0.0,8.0,28.0,3.0,4.0,0.5827832057037232,10,0
3769,SR03862,50.0,male,teacher,8.0,4.5,6.5,2.0,2.0,7.0,20.0,3.0,8.0,0.5,5,0
3770,SR04123,83.0,female,retired,6.0,4.5,8.5,0.0,0.0,7.0,23.0,2.0,0.0,0.0,6,0
3772,SR00061,44.0,female,retired,4.5,5.0,9.0,1.5,1.0,5.0,10.0,5.0,0.0,0.5827832057037232,10,1
3774,SR04638,24.0,male,young professional,8.5,4.0,2.5,3.0,1.0,4.0,32.421137166861065,7.0,9.0,1.0,10,1
3775,SR01041,29.0,male,healthcare worker,3.0,3.0,5.5,1.5,3.0,7.0,30.0,4.0,7.0,0.0,10,1
3776,SR04188,29.0,male,young professional,4.0,7.0,9.165644703933685,2.0,2.0,7.0,49.0,5.0,13.0,1.0,10,0
3777,SR02761,39.0,female,young professional,6.5,7.5,8.0,0.0,3.0,8.0,34.0,2.0,9.0,1.0,10,1
3779,SR01525,26.0,male,young professional,5.5,5.0,7.0,1.5,0.0,6.0,36.0,5.0,11.0,1.0,10,1
3780,SR03522,52.0,male,freelancer,6.5,8.0,10.0,5.0,5.0,4.0,46.0,0.0,11.0,0.0,10,1
3782,SR02249,53.0,female,retired,9.0,2.5,4.5,0.0,0.0,7.0,26.0,4.0,0.0,0.0,3,0
3784,SR04234,53.0,female,healthcare worker,7.5,3.5,4.5,2.0,1.0,7.0,40.0,4.0,11.0,0.5827832057037232,10,1
3785,SR04306,50.0,female,retired,8.0,2.0,2.0,3.0,0.0,5.0,22.0,5.0,0.0,0.0,2,0
3786,SR03579,28.0,other,business owner,4.5,6.5,9.5,4.5,0.0,8.0,20.0,3.1847368421052633,10.0,1.0,10,1
3787,SR04126,75.0,female,retired,8.0,4.0,2.5,0.0,1.0,8.0,14.0,3.1847368421052633,4.0,0.0,6,1
3788,SR03563,65.0,male,retired,6.5,1.0,3.0,1.5,2.0,9.0,25.0,3.0,3.0,0.0,6,0
3789,SR03316,32.0,female,business owner,7.5,8.0,10.5,3.0,0.0,8.0,43.0,3.1847368421052633,9.0,0.5,10,1
3790,SR01763,23.0,male,student,6.0,1.0,1.0,6.0,3.0,5.0,42.0,6.0,8.0,0.0,10,1
3791,SR03539,23.0,other,healthcare worker,4.0,4.5,6.0,0.5,3.0,6.0,16.0,5.0,12.0,2.0,10,1
3792,SR04804,43.0,male,teacher,6.0,5.5,8.0,1.0,2.0,9.0,27.0,3.1847368421052633,3.0,1.0,7,0
3793,SR00751,55.0,female,healthcare worker,6.0,7.5,9.5,1.0,5.0,7.0,25.0,1.0,11.0,1.5,10,1
3794,SR03620,49.0,male,student,6.5,10.5,14.0,3.0,3.0,7.0,49.0,1.0,6.0,1.0,10,1
3796,SR04271,21.0,male,healthcare worker,4.5,3.5,4.5828223519668425,1.0,3.0,6.0,38.0,6.0,7.138232953037941,1.0,10,1
3797,SR03384,46.0,male,healthcare worker,5.5,5.0,5.5,2.0,3.0,7.0,39.0,5.0,10.0,0.0,10,1
3799,SR00406,26.0,female,student,6.5,4.0,5.0,3.5,2.0,4.0,27.0,1.0,2.0,0.0,7,0
3800,SR00758,51.0,male,teacher,9.5,1.5,1.0,3.0,3.0,5.0,26.0,4.0,6.0,0.5,2,0
3801,SR02712,76.0,female,retired,8.5,3.5,6.0,0.5,1.0,10.0,3.0,0.0,0.0,0.5,5,0
3802,SR02671,20.0,other,student,5.0,8.0,11.0,2.0,2.0,8.0,22.0,2.0,5.0,0.5,10,1
3803,SR03984,18.0,other,student,6.5,3.0,2.5,1.5,0.0,5.0,36.0,5.0,6.0,0.0,10,1
3804,SR00098,38.0,female,freelancer,6.5,5.5,7.5,1.5,3.0,7.0,29.654772846402928,6.0,11.0,1.0,10,1
3805,SR01334,36.0,male,young professional,8.0,8.5,11.5,0.5,3.0,3.0,25.0,3.0,9.0,1.0,10,1
3806,SR04452,51.0,male,healthcare worker,7.0,5.5,5.5,3.0,4.0,6.0,26.0,6.0,11.0,0.5,7,0
3807,SR02792,66.0,male,retired,7.0,2.5,4.5,5.0,1.0,10.0,3.0,2.0,3.0,0.0,5,0
3808,SR02855,28.0,female,young professional,9.5,7.0,8.5,5.0,1.0,6.0,37.0,4.0,12.0,2.0,10,1
3810,SR04004,27.0,other,young professional,4.5,8.0,8.0,4.5,1.0,7.0,24.0,0.0,8.0,1.0,10,1
3811,SR02724,70.0,female,retired,8.5,3.5,5.0,2.0,0.0,7.0,9.0,6.0,7.138232953037941,1.0,0,0
3813,SR02059,24.0,male,teacher,6.5,8.5,11.129711426205189,7.0,2.0,6.0,63.0,3.0,5.0,0.5,10,1
3814,SR01320,54.0,female,retired,6.0,4.0,5.5,0.0,1.0,10.0,3.0,1.0,3.0,0.0,7,1
3815,SR00149,22.0,other,student,6.0,7.0,8.5,4.0,1.0,3.0,44.0,5.0,8.0,0.0,10,1
3816,SR00029,21.0,female,student,8.0,6.0,8.0,3.5,4.0,4.0,24.0,2.0,8.0,0.5,8,1
3817,SR04141,46.0,female,young professional,9.0,3.0,3.0,3.5,1.0,7.0,5.0,3.0,11.0,1.5,5,0
3818,SR04010,25.0,male,young professional,7.0,3.0,5.0,4.0,2.0,5.0,47.0,2.0,10.0,1.0,10,1
3820,SR00693,32.0,female,young professional,6.5,6.5,9.5,2.66384778012685,1.0,7.0,29.0,2.0,9.0,0.5,9,0
3821,SR02867,71.0,female,young professional,6.5,7.0,9.0,3.0,2.0,7.0,27.0,0.0,10.0,0.5,10,0
3822,SR03777,28.0,male,teacher,6.5,5.0,5.5,3.5,2.0,9.0,3.0,2.0,7.0,0.5,6,0
3823,SR01387,71.0,female,retired,8.5,3.5,4.0,0.0,1.0,7.0,25.0,7.0,4.0,0.0,0,0
3825,SR04731,36.0,male,freelancer,7.5,7.0,10.5,3.5,0.0,7.0,42.0,4.0,10.0,0.5,10,1
3826,SR00130,54.0,female,young professional,8.5,6.5,9.5,2.66384778012685,3.0,6.0,30.0,4.0,6.0,2.0,6,1
3827,SR01600,73.0,female,retired,7.0,2.5,3.0,2.66384778012685,0.0,7.0,10.0,7.0,1.0,0.0,4,0
3828,SR03630,20.0,other,student,6.5,6.0,8.5,5.0,2.0,6.0,35.0,1.0,6.0,0.5,10,1
3829,SR04504,27.0,other,young professional,6.5,7.0,7.0,2.0,0.0,5.0,36.0,0.0,10.0,1.0,10,1
3830,SR00702,38.0,female,healthcare worker,7.0,1.0,1.5,1.0,2.0,9.0,7.0,10.0,11.0,1.0,4,0
3831,SR03983,20.0,male,student,8.0,4.5,4.5,2.66384778012685,1.0,7.0,38.0,2.0,1.0,0.5,10,1
3832,SR03029,35.0,male,business owner,6.5,4.0,6.0,0.5,2.0,6.0,15.0,5.0,7.0,0.5,6,0
3833,SR02970,21.0,other,student,8.5,5.5,8.0,5.5,3.0,8.0,38.0,3.0,8.0,0.0,10,1
3834,SR04357,43.0,female,business owner,6.0,5.0,5.5,2.5,5.0,6.0,41.0,5.0,14.0,0.0,10,1
3835,SR01709,26.0,other,young professional,7.0,9.0,11.0,1.5,3.0,4.0,23.0,2.0,7.0,1.5,10,1
3836,SR02954,26.0,female,freelancer,8.5,12.0,15.0,3.0,4.0,2.0,44.550031619746896,1.0,8.0,0.5,10,1
3837,SR00455,66.0,female,retired,7.5,6.5,7.5,0.5,1.0,5.0,3.0,2.0,0.0,0.5,6,0
3839,SR02041,72.0,female,retired,5.5,5.0,6.0,2.66384778012685,0.0,7.0,20.0,3.0,0.0,0.0,8,0
3840,SR01773,20.0,female,student,6.0,7.5,10.0,3.0,3.0,6.0,52.0,5.0,7.0,0.0,10,1
3841,SR02316,66.0,male,retired,6.5,1.0,3.0,0.0,0.0,6.0,3.0,4.0,1.0,0.0,4,0
3842,SR00610,32.0,male,healthcare worker,8.0,7.5,8.5,2.5,2.0,6.0,14.0,0.0,7.138232953037941,0.0,9,0
3843,SR00168,56.0,male,young professional,5.0,3.5,3.5,7.0,1.0,9.0,26.0,0.0,8.0,0.5,10,1
3844,SR00731,24.0,female,young professional,7.5,4.5,4.5,2.0,2.0,6.0,51.0,2.0,12.0,1.5,10,1
3846,SR03359,39.0,other,freelancer,5.0,2.5,2.5,3.5,0.0,7.0,28.0,0.0,5.0,0.5,10,0
3847,SR02075,22.0,other,student,6.5,6.5,9.0,4.0,2.0,5.0,45.0,2.0,7.138232953037941,0.0,10,1
3849,SR03701,73.0,female,retired,9.0,5.5,7.201577981662181,0.0,0.0,7.0,34.0,5.0,0.0,1.0,7,0
3850,SR01623,20.0,other,student,9.5,5.5,8.0,2.0,1.0,7.0,52.0,4.0,4.0,0.0,10,1
3852,SR01402,20.0,male,student,6.5,4.0,6.0,0.0,2.0,6.0,54.0,5.0,8.0,0.5,10,1
3854,SR03225,23.0,other,student,7.0,8.5,12.0,6.5,2.0,10.0,28.0,5.0,6.0,0.0,10,1
3855,SR01701,21.0,male,business owner,9.0,3.0,1.5,1.5,5.0,4.0,50.0,4.0,10.0,0.5,10,1
3856,SR03089,36.0,male,teacher,6.0,6.0,8.0,0.0,2.0,10.0,27.494556702658357,5.0,10.0,1.0,10,1
3857,SR04391,66.0,female,retired,10.0,5.5,7.0,2.0,1.0,6.0,4.0,4.0,1.0,0.5827832057037232,1,1
3858,SR02982,18.0,male,young professional,9.5,6.5,8.5,2.0,4.0,6.0,30.0,5.0,3.0,0.5,3,0
3861,SR02090,34.0,male,freelancer,3.5,8.0,10.5,4.5,2.0,7.0,27.0,2.0,7.0,0.0,10,1
3862,SR02176,26.0,female,young professional,7.0,5.5,7.5,2.66384778012685,2.0,5.0,37.0,4.0,8.0,0.5,10,1
3863,SR03218,60.0,male,retired,8.0,3.5,5.5,4.0,3.0,8.0,3.0,4.0,4.0,0.5,3,0
3864,SR02886,74.0,male,retired,8.5,7.5,11.5,1.5,2.0,5.0,28.0,7.0,2.0,0.0,3,0
3865,SR00075,29.0,male,young professional,5.0,7.0,9.165644703933685,4.0,3.0,8.0,45.0,8.0,10.0,1.5,10,1
3866,SR03910,70.0,female,retired,5.0,4.5,4.5,0.5,0.0,6.0,6.0,2.0,2.0,0.5,9,0
3867,SR04965,32.0,male,healthcare worker,3.0,3.0,2.0,1.5,2.0,8.0,46.0,3.0,9.0,0.5,10,1
3870,SR02077,57.0,male,business owner,6.0,6.0,8.5,4.0,5.0,4.0,40.0,3.0,15.0,0.5,10,1
3872,SR04052,42.0,female,teacher,6.0,5.0,7.5,3.0,4.0,6.0,7.0,3.0,11.0,0.5,10,1
3873,SR02052,26.0,female,business owner,8.0,1.0,1.5,4.0,7.0,7.0,65.0,1.0,14.0,1.0,10,1
3875,SR03307,40.0,female,teacher,7.5,5.0,6.546889074238347,0.5,4.0,6.0,38.0,4.0,6.0,0.5,10,1
3876,SR01302,70.0,female,retired,5.5,4.0,3.5,2.5,0.0,5.0,13.0,3.0,2.0,0.5,7,0
3877,SR01782,69.0,female,retired,8.5,3.5,5.0,5.0,2.0,8.0,9.0,6.0,1.0,0.5,1,0
3878,SR04815,27.0,male,young professional,7.0,10.0,12.5,5.0,3.0,5.0,34.0,2.0,8.0,0.5827832057037232,10,1
3880,SR01305,53.0,female,retired,8.0,4.0,5.5,1.0,2.0,8.0,3.0,4.0,0.0,0.0,3,0
3881,SR00237,46.0,male,freelancer,6.5,9.5,13.0,0.0,2.0,10.0,47.0,7.0,9.0,0.5,10,1
3883,SR00521,51.0,female,teacher,7.5,9.0,12.0,5.0,0.0,6.0,13.0,5.0,9.0,0.0,10,1
3884,SR02574,69.0,female,retired,8.5,6.0,9.0,1.0,4.0,10.0,10.0,0.0,3.0,0.5,3,0
3886,SR03187,20.0,other,freelancer,4.5,4.5,5.0,5.5,3.0,8.0,54.0,1.0,9.0,0.5827832057037232,10,0
3887,SR02769,32.0,male,freelancer,7.0,7.5,9.0,2.5,2.0,8.0,51.0,3.1847368421052633,3.0,1.0,10,1
3889,SR04704,28.0,other,business owner,6.0,7.5,9.5,2.5,2.0,6.0,48.0,4.0,13.0,1.0,10,1
3893,SR03230,27.0,other,healthcare worker,4.0,4.5,7.0,5.5,2.0,7.0,9.0,5.0,12.0,2.0,10,1
3894,SR02762,40.0,male,freelancer,5.0,8.0,10.5,1.0,1.0,6.0,55.0,2.0,7.0,0.5,10,1
3895,SR00593,72.0,male,retired,7.5,2.0,3.0,3.0,2.0,7.0,22.0,1.0,4.0,0.0,5,0
3897,SR01388,67.0,other,retired,8.5,1.5,1.964066722271504,0.5,2.0,7.0,28.0,3.0,0.0,0.5,5,0
3898,SR04696,20.0,female,young professional,6.5,5.0,7.5,3.5,4.0,9.0,29.0,3.0,9.0,1.0,10,1
3899,SR04527,40.0,male,young professional,8.5,8.5,11.5,0.0,3.0,6.0,35.0,0.0,7.0,1.0,10,1
3901,SR01891,23.0,male,student,9.0,4.5,5.5,3.0,2.0,4.0,60.0,7.0,8.0,0.5,10,1
3902,SR02988,55.0,female,young professional,5.5,5.0,6.5,2.5,2.0,7.0,35.0,4.0,12.0,0.5,10,1
3903,SR04925,38.0,male,teacher,6.5,4.5,7.0,0.0,4.0,9.0,26.66205205177917,1.0,7.0,0.0,10,1
3904,SR03298,39.0,female,freelancer,7.5,8.5,10.0,1.5,1.0,4.0,47.0,5.0,6.0,0.5,10,1
3905,SR00905,58.0,female,retired,10.5,1.0,1.0,4.0,2.0,5.0,15.0,3.0,0.0,0.0,4,0
3906,SR04610,46.0,female,young professional,7.0,6.0,5.5,1.5,2.0,7.0,33.0,0.0,12.0,0.0,10,1
3907,SR01280,71.0,female,retired,7.5,7.0,9.5,0.5,0.0,8.0,22.0,3.0,1.0,0.0,5,0
3908,SR00934,38.0,male,freelancer,8.0,4.5,5.0,2.0,0.0,5.0,59.0,4.0,7.138232953037941,0.0,10,1
3909,SR04900,57.0,female,retired,7.0,3.5,5.0,0.0,1.0,6.0,3.0,3.1847368421052633,0.0,0.0,3,0
3912,SR04534,21.0,male,student,7.5,8.5,12.0,2.5,5.0,7.0,50.0,1.0,2.0,0.5,10,1
3913,SR03191,57.0,female,healthcare worker,4.0,5.0,5.0,0.5,1.0,8.0,30.0,3.1847368421052633,12.0,1.5,10,1
3914,SR04442,33.0,other,healthcare worker,7.5,3.5,6.5,3.0,1.0,9.0,33.0,2.0,13.0,2.0,10,1
3915,SR00707,56.0,male,retired,7.5,7.5,9.0,1.0,0.0,7.0,36.0,3.0,5.0,0.0,10,1
3916,SR04691,18.0,other,student,7.5,12.0,14.5,6.0,1.0,8.0,31.0,4.0,4.0,0.0,10,0
3920,SR01940,59.0,female,young professional,8.0,3.0,2.0,4.0,3.0,5.0,28.0,4.0,7.0,1.0,4,0
3921,SR04401,24.0,female,student,6.0,6.0,10.0,6.5,3.0,8.0,33.535652938129836,0.0,4.0,0.0,10,1
3922,SR02863,37.0,other,retired,8.0,3.5,4.5,0.0,1.0,6.0,24.0,10.0,1.0,0.5,0,1
3923,SR03997,22.0,female,student,7.0,7.5,9.0,4.0,3.0,6.0,29.0,5.0,6.0,0.0,10,0
3924,SR00514,54.0,female,retired,9.0,2.5,3.0,0.5,1.0,10.0,20.0,4.0,2.0,0.0,1,0
3926,SR04977,69.0,male,freelancer,6.0,8.0,10.5,2.0,4.0,4.0,55.0,4.0,10.0,0.0,10,1
3928,SR04615,34.0,female,teacher,5.5,4.0,5.237511259390677,5.0,1.0,8.0,16.0,3.0,7.0,1.0,9,0
3929,SR00915,73.0,female,retired,9.5,8.5,11.0,1.5,1.0,8.0,23.0,6.0,5.0,0.0,0,0
3930,SR03453,26.0,other,business owner,5.5,7.5,9.0,3.5,4.0,10.0,36.0,0.0,10.0,0.5,10,1
3931,SR03696,20.0,female,student,7.0,8.0,9.5,7.0,1.0,8.0,30.0,6.0,3.0,0.0,10,1
3932,SR04805,41.0,male,teacher,7.0,2.0,1.0,0.0,3.0,7.0,37.0,5.0,10.0,1.0,10,1
3933,SR03157,24.0,female,teacher,6.5,3.5,5.5,3.0,2.0,9.0,16.0,5.0,8.0,1.0,5,1
3934,SR02199,77.0,male,freelancer,5.5,6.5,6.5,5.0,3.0,4.0,33.0,1.0,11.0,0.5,10,1
3935,SR04233,41.0,other,teacher,8.0,1.0,1.0,3.0,2.0,6.0,35.0,4.0,8.0,0.0,10,1
3936,SR00775,50.0,other,business owner,7.0,7.5,8.5,4.5,5.0,7.0,24.0,6.0,9.0,0.0,10,1
3937,SR00330,20.0,other,student,9.0,5.0,6.0,3.0,1.0,9.0,35.0,0.0,7.0,0.5,10,1
3938,SR02055,29.0,other,young professional,7.0,6.0,7.0,3.5,1.0,4.0,17.0,3.0,8.0,0.5,9,0
3939,SR02002,60.0,female,retired,9.5,4.0,5.5,3.0,0.0,7.0,24.0,4.0,2.0,0.0,1,0
3941,SR00823,56.0,female,retired,8.5,2.5,2.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,4,0
3943,SR00910,20.0,male,student,7.5,3.5,6.0,4.0,1.0,4.0,59.0,0.0,5.0,0.0,10,1
3944,SR02517,26.0,female,retired,6.0,4.5,5.0,0.5,2.0,8.0,4.0,5.0,1.0,0.0,5,0
3945,SR00182,63.0,male,retired,7.0,3.5,5.5,2.0,4.0,9.0,25.0,8.0,1.0,0.0,3,0
3946,SR00165,57.0,male,business owner,9.5,3.5,3.0,2.66384778012685,6.0,4.0,53.0,3.0,13.0,0.5,10,1
3948,SR00452,32.0,female,business owner,5.0,6.0,7.0,6.0,4.0,6.0,33.0,1.0,12.0,1.5,10,1
3949,SR02539,19.0,female,student,6.5,6.0,6.0,3.0,3.0,6.0,49.0,2.0,7.0,1.5,10,1
3951,SR04776,64.0,male,teacher,9.5,9.5,13.0,3.0,0.0,9.0,42.0,2.0,5.0,0.5,10,0
3954,SR01112,32.0,other,student,7.0,6.5,8.510955796509851,1.0,0.0,6.0,44.0,4.0,5.0,0.5,10,1
3955,SR04548,78.0,male,retired,8.0,6.0,8.0,2.0,1.0,6.0,3.0,5.0,0.0,0.5,4,0
3956,SR04086,29.0,other,freelancer,8.0,4.5,5.5,6.0,2.0,5.0,59.0,2.0,8.0,0.0,10,1
3958,SR01288,21.0,female,student,7.0,7.0,9.165644703933685,5.5,2.0,3.0,19.0,5.0,6.0,0.5,10,1
3959,SR04178,27.0,female,young professional,5.0,2.0,3.0,1.5,0.0,4.0,7.0,3.0,12.0,1.0,10,1
3961,SR03681,18.0,female,student,6.0,5.5,6.5,6.5,0.0,3.0,32.0,3.0,9.0,0.0,10,1
3962,SR04512,30.0,female,business owner,5.0,9.0,11.5,4.5,5.0,7.0,15.0,3.0,15.0,0.0,10,1
3963,SR04169,22.0,other,student,7.0,8.0,9.0,3.5,4.0,6.0,19.0,3.0,3.0,0.0,10,1
3965,SR03311,70.0,male,retired,6.5,3.0,5.5,4.5,1.0,8.0,32.0,5.0,0.0,0.0,10,0
3966,SR04557,77.0,male,retired,6.5,5.5,7.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,6,0
3967,SR03126,18.0,other,young professional,7.5,9.5,11.5,2.0,2.0,6.0,38.0,9.0,9.0,1.5,10,0
3968,SR00328,30.0,male,young professional,5.5,4.0,6.5,1.5,2.0,6.0,26.0,3.0,10.0,0.5,10,1
3969,SR01791,38.0,female,retired,6.5,6.5,9.0,0.0,1.0,5.0,29.0,6.0,3.0,0.0,9,1
3970,SR02491,68.0,female,freelancer,8.0,7.5,9.0,1.5,4.0,4.0,49.0,0.0,11.0,0.5,10,1
3974,SR04686,30.0,other,young professional,7.5,6.5,9.5,2.5,0.0,7.0,26.0,4.0,7.0,0.5,8,0
3976,SR00833,19.0,other,student,5.0,9.5,11.5,5.0,2.0,8.0,33.0,4.0,7.0,0.5,10,1
3977,SR03080,70.0,male,healthcare worker,6.5,2.5,4.0,5.5,6.0,5.0,15.0,8.0,9.0,1.5,9,0
3978,SR04718,42.0,other,teacher,7.5,5.5,8.0,0.5,2.0,9.0,20.0,5.0,9.0,0.0,3,1
3979,SR03463,24.0,female,healthcare worker,4.5,3.5,4.0,0.0,3.0,5.0,29.0,5.0,11.0,1.0,10,1
3980,SR01202,59.0,male,business owner,8.0,8.5,12.0,5.0,4.0,6.0,55.0,3.0,12.0,0.0,10,1
3982,SR03548,21.0,female,student,7.0,5.5,8.0,2.0,1.0,5.0,44.0,4.0,2.0,0.5,10,0
3983,SR04923,38.0,female,freelancer,7.0,7.0,9.0,2.66384778012685,1.0,4.0,49.0,3.0,10.0,0.5,10,1
3984,SR02135,20.0,female,student,4.5,9.0,10.5,3.5,1.0,7.0,62.0,5.0,7.138232953037941,0.0,10,0
3985,SR03452,52.0,other,teacher,9.0,8.0,12.0,5.5,3.0,4.0,27.0,6.0,8.0,1.5,10,1
3986,SR02210,33.0,female,retired,6.5,3.0,5.0,1.5,3.0,6.0,3.0,1.0,0.0,0.5,5,0
3988,SR01482,39.0,male,retired,8.5,1.0,1.3093778148476694,1.0,0.0,6.0,24.0,10.0,1.0,0.0,0,0
3991,SR03715,26.0,male,teacher,6.5,2.5,2.0,3.0,1.0,5.0,19.0,3.0,8.0,0.0,5,1
3992,SR03943,50.0,male,business owner,3.0,5.0,7.5,6.5,6.0,6.0,44.0,3.0,9.0,0.0,10,1
3994,SR02973,40.0,male,healthcare worker,4.5,6.0,8.5,1.0,3.0,7.0,28.0,4.0,10.0,1.0,10,1
3996,SR01921,39.0,male,healthcare worker,7.5,3.5,5.5,2.66384778012685,2.0,8.0,19.0,6.0,9.0,0.5,4,0
3997,SR03716,44.0,other,teacher,6.0,4.5,5.0,1.0,1.0,5.0,23.0,4.0,6.0,1.5,7,0
3998,SR04647,19.0,female,student,9.0,9.0,11.5,3.0,0.0,6.0,21.0,4.0,8.0,1.0,10,1
3999,SR00947,19.0,female,healthcare worker,5.5,8.5,12.0,1.5,2.0,8.0,35.82869225602263,4.0,9.0,1.0,10,1
4000,SR01702,53.0,female,retired,7.5,1.0,1.0,5.0,1.0,8.0,3.0,0.0,3.0,0.5,7,0
4001,SR03294,37.0,male,freelancer,7.0,11.0,14.403155963324362,3.0,5.0,4.0,34.0,3.0,7.0,0.0,10,1
4002,SR02162,28.0,male,young professional,7.5,5.5,7.5,3.0,4.0,8.0,31.0,5.0,7.0,1.5,9,0
4003,SR01137,50.0,female,healthcare worker,6.5,1.0,3.5,2.5,5.0,8.0,3.0,3.0,11.0,0.0,8,0
