User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
SR04532,74.0,Male,Retired,4.5,1.0,1.0,2.0,1.0,10.0,,3.0,4.0,0.0,10,1
SR00127,26.0,Male,Young Professional,9.5,6.0,9.5,4.0,4.0,6.0,34.0,2.0,10.0,1.5,10,1
SR03877,,Non-binary,Young Professional,6.0,4.5,9.0,3.5,,9.0,34.0,1.0,6.0,1.0,10,1
SR02936,35.0,Non-binary,Young Professional,7.5,5.0,9.5,2.5,0.0,6.0,45.0,4.0,7.0,1.0,10,1
SR03532,53.0,Male,Teacher,6.5,1.5,2.0,0.5,3.0,7.0,3.0,5.0,9.0,1.5,5,0
SR02731,,Female,Teacher,6.5,7.5,9.5,2.5,1.0,7.0,29.0,1.0,8.0,0.5,10,1
SR00828,41.0,Female,Business Owner,4.5,7.0,7.5,2.5,2.0,8.0,43.0,7.0,9.0,0.5,10,1
SR01640,27.0,Male,Young Professional,8.0,6.5,7.0,4.0,5.0,10.0,37.0,0.0,11.0,0.5,10,1
SR00985,21.0,Non-binary,Student,,6.5,5.5,2.5,3.0,6.0,40.0,4.0,3.0,0.5,10,1
SR03282,20.0,Female,Student,5.0,,6.0,3.0,1.0,5.0,23.0,5.0,5.0,0.0,10,1
SR04972,,Male,Retired,8.5,2.5,1.0,3.5,0.0,6.0,35.0,4.0,0.0,0.5,10,1
SR02189,26.0,Female,Young Professional,4.0,,4.5,7.5,2.0,7.0,37.0,0.0,6.0,1.0,10,1
SR04613,27.0,Female,Young Professional,7.5,10.5,13.0,3.5,2.0,6.0,29.0,2.0,14.0,1.0,10,1
SR02444,37.0,Female,Business Owner,5.5,6.0,8.5,4.5,5.0,7.0,31.0,0.0,11.0,1.0,10,1
SR00363,26.0,Non-binary,Student,8.0,10.0,14.5,5.5,4.0,5.0,32.0,5.0,0.0,0.0,10,1
SR02350,58.0,Female,Retired,5.5,7.0,10.0,,4.0,10.0,29.0,3.0,0.0,0.0,10,1
SR00346,26.0,  Non-binary ,Healthcare Worker,5.5,28.0,8.0,5.0,2.0,10.0,50.0,1.0,9.0,1.0,10,0
SR00815,46.0,Female,Freelancer,6.0,10.5,13.0,2.0,2.0,6.0,46.0,5.0,6.0,0.5,10,1
SR03206,67.0,Male,Retired,9.0,1.0,2.5,1.5,0.0,7.0,29.0,2.0,0.0,0.0,6,0
SR04161,,  Male ,Freelancer,6.0,6.0,7.5,0.0,4.0,7.0,39.0,2.0,,0.5,10,1
SR04796,35.0,Female,Retired,10.0,1.0,4.5,1.5,2.0,9.0,3.0,7.0,2.0,0.0,0,0
SR03326,36.0,Female,Business Owner,6.5,7.0,7.0,2.0,3.0,,40.0,2.0,9.0,1.0,10,1
SR04107,42.0,Female,Teacher,8.0,,4.0,,1.0,10.0,35.0,2.0,6.0,0.0,10,1
SR02117,43.0,Male,Teacher,7.5,4.5,7.0,0.0,2.0,9.0,16.0,4.0,4.0,0.5,4,0
SR01835,,Male,Young Professional,8.5,2.5,3.0,3.0,4.0,10.0,26.0,6.0,7.0,0.5,0,1
SR00794,20.0,Female,Bussiness Owner,4.0,7.5,10.5,3.0,1.0,7.0,44.0,4.0,8.0,1.0,10,1
SR04947,40.0,Non-binary,Teacher,7.5,6.5,10.0,2.0,1.0,7.0,48.0,7.0,5.0,1.0,10,1
SR02675,42.0,Male,Freelancer,9.0,8.5,12.0,5.0,3.0,7.0,55.0,0.0,8.0,0.5,10,0
SR00095,28.0,Female,Healthcare Worker,4.5,7.5,11.5,1.0,3.0,7.0,42.0,6.0,11.0,1.5,10,1
SR03757,57.0,Male,Teacher,5.5,6.5,8.0,2.0,0.0,7.0,28.0,3.0,10.0,0.5,10,1
SR02892,20.0,Female,Freelancer,7.5,8.5,11.5,5.5,1.0,2.0,65.0,5.0,11.0,0.0,10,1
SR02372,35.0,Female,Teacher,6.5,8.5,11.5,2.0,2.0,5.0,27.0,,8.0,0.5,9,1
SR04150,34.0,Male,Young Professional,7.5,12.0,15.0,3.5,2.0,5.0,48.0,0.0,6.0,1.5,10,1
SR04433,78.0,Male,Retired,7.5,2.5,4.0,3.5,2.0,7.0,6.0,2.0,0.0,0.5,6,0
SR03229,-5.0,M,Student,6.5,7.5,9.5,2.5,0.0,6.0,42.0,0.0,,1.0,10,1
SR02854,56.0,Other,Business Owner,4.5,8.5,10.5,2.5,3.0,5.0,26.0,3.0,,,10,1
SR02913,39.0,Female,Retired,7.0,3.5,4.5,2.5,3.0,8.0,3.0,1.0,0.0,0.5,5,0
SR01866,25.0,Non-binary,Teacher,6.5,4.0,4.5,,1.0,,,4.0,7.0,1.0,9,0
SR01858,,Female,Freelancer,8.5,10.0,12.0,,1.0,7.0,29.0,5.0,8.0,0.0,10,1
SR02646,40.0,woman,Retired,7.0,6.5,6.0,1.5,2.0,10.0,19.0,3.0,0.0,0.5,7,0
SR02244,19.0,Female,Student,7.0,8.5,11.5,1.5,3.0,4.0,60.0,0.0,,0.0,10,1
SR02337,44.0,Non-binary,Business Owner,,7.0,9.0,2.0,3.0,9.0,20.0,1.0,13.0,0.5,9,0
SR00951,,Female,Retired,6.5,4.5,6.0,1.5,1.0,7.0,17.0,4.0,0.0,0.0,6,0
SR03069,,Female,Retired,,3.0,4.5,0.0,0.0,8.0,29.0,3.0,2.0,0.0,7,0
SR01121,19.0,Male,Student,7.0,,9.5,7.5,0.0,3.0,35.0,5.0,3.0,1.0,10,0
SR02598,28.0,Other,Business Owner,6.5,9.5,13.0,1.5,3.0,5.0,33.0,5.0,12.0,1.0,10,1
SR02205,65.0,Female,Retired,10.0,1.0,2.0,3.0,1.0,9.0,33.0,4.0,3.0,0.5,3,0
SR00420,68.0,Male,Retired,9.5,6.5,7.0,0.0,0.0,7.0,23.0,4.0,2.0,0.5,3,0
SR00923,20.0,  Non-binary ,Student,9.5,3.0,3.0,2.0,2.0,6.0,25.0,4.0,3.0,1.0,2,0
SR01255,46.0,Male,Business Owner,6.5,8.0,11.0,2.5,4.0,4.0,29.0,2.0,8.0,0.5,10,1
SR00478,49.0,Male,Teacher,6.0,1.0,1.0,3.0,3.0,6.0,27.0,4.0,7.0,0.5,7,0
SR02036,,Male,Teacher,7.5,,5.5,2.5,2.0,8.0,42.0,7.0,9.0,,10,1
SR01203,43.0,M,Business Owner,5.5,8.5,10.5,7.5,2.0,8.0,34.0,6.0,10.0,1.0,10,1
SR02627,23.0,  Male ,Student,,4.0,3.5,5.0,2.0,5.0,62.0,7.0,7.0,0.0,10,1
SR04819,32.0,Non-binary,Freelancer,7.0,,9.5,6.5,2.0,5.0,37.0,1.0,8.0,0.0,10,1
SR01971,44.0,Non-binary,Techer,9.0,8.0,10.5,0.5,2.0,6.0,19.0,3.0,7.0,0.5,7,0
SR03111,45.0,Female,Young Professional,8.5,9.5,12.5,2.5,,4.0,28.0,4.0,7.0,1.0,10,1
SR04019,21.0,NON-BINARY,Student,8.0,9.0,12.0,6.5,2.0,7.0,38.0,4.0,7.0,,10,1
SR02152,,Female,Freelancer,,7.0,9.0,0.5,2.0,7.0,37.0,3.0,8.0,0.0,10,1
SR03688,22.0,Non-binary,Studdent,5.0,,11.5,5.0,1.0,,56.0,0.0,3.0,0.5,10,1
SR01998,20.0,NB,Student,6.5,4.0,7.5,5.0,3.0,5.0,55.0,0.0,4.0,1.0,10,1
SR04034,20.0,non-binary,Student,8.5,5.5,8.5,6.5,0.0,8.0,43.0,6.0,4.0,1.0,10,1
SR03055,80.0,Male,Retried,8.5,1.5,3.0,2.0,0.0,8.0,17.0,6.0,5.0,0.5,1,0
SR01249,67.0,Other,Retired,8.0,4.0,5.0,4.0,4.0,8.0,5.0,7.0,0.0,0.0,0,0
SR02193,56.0,Non-binary,Business Owner,4.5,6.0,10.0,4.5,3.0,3.0,46.0,5.0,13.0,0.0,10,1
SR02713,49.0,Female,Yng Professional,5.5,11.0,15.0,2.5,1.0,6.0,35.0,3.0,7.0,0.0,10,1
SR00993,73.0,MALE,Retired,8.5,6.0,7.5,3.5,0.0,7.0,3.0,4.0,1.0,,5,0
SR02191,18.0,m,Student,8.0,6.0,7.0,4.5,0.0,6.0,32.0,5.0,3.0,1.0,10,1
SR03763,28.0,Male,Young Professional,5.0,2.0,4.0,2.0,2.0,7.0,11.0,,10.0,0.5,10,1
SR03598,,Female,Retired,7.0,3.0,4.5,,0.0,9.0,19.0,3.0,2.0,0.5,7,0
SR01319,63.0,Female,retired,7.0,-3.0,9.5,1.5,0.0,6.0,15.0,7.0,0.0,0.5,3,1
SR01864,53.0,Female,Business Owner,4.0,9.0,13.0,0.5,5.0,5.0,35.0,1.0,11.0,0.0,10,1
SR02344,61.0,Male,Business Owner,6.0,8.0,9.5,2.0,8.0,6.0,53.0,5.0,8.0,0.5,10,0
SR02450,21.0,Female,Student,8.5,7.5,10.0,1.0,4.0,5.0,38.0,2.0,4.0,0.5,10,1
SR02137,22.0,female,Student,-2.0,5.5,7.5,1.5,1.0,,36.0,4.0,8.0,0.5,10,1
SR01066,25.0,Female,Healthcare Worker,5.5,3.5,6.0,3.0,0.0,7.0,27.0,4.0,14.0,0.5,10,1
SR04961,48.0,Male,Teacher,7.5,3.5,5.0,0.5,0.0,7.0,47.0,5.0,6.0,1.0,10,1
SR02622,40.0,Male,Healthcare Worker,7.5,6.0,8.0,3.5,0.0,8.0,13.0,2.0,5.0,1.0,6,0
SR00078,35.0,MALE,Teacher,7.0,9.5,13.5,1.5,2.0,6.0,20.0,7.0,,0.5,10,1
SR02899,54.0,Male,Teacher,7.0,6.0,7.0,3.5,2.0,6.0,27.0,4.0,9.0,0.5,8,0
SR01315,34.0,Male,Business Owner,7.0,5.5,8.5,0.5,,4.0,,3.0,9.0,1.0,10,1
SR04373,29.0,Male,Young Professional,6.0,1.0,1.0,3.0,3.0,4.0,39.0,4.0,10.0,1.0,10,1
SR00873,22.0,Male,Student,9.5,8.0,9.0,4.0,1.0,5.0,30.0,4.0,6.0,0.5,10,1
SR03851,35.0,Male,Healthcare Worker,6.5,8.5,11.5,2.5,1.0,6.0,48.0,4.0,15.0,1.0,10,1
SR04788,71.0,Female,retired,-2.0,1.0,1.0,1.5,3.0,9.0,15.0,4.0,0.0,0.0,8,0
SR02966,33.0,f,Young Professional,8.0,8.5,12.0,2.0,5.0,4.0,18.0,5.0,6.0,1.0,9,0
SR03392,,Female,Healthcare Worker,6.0,4.0,5.5,2.0,1.0,7.0,25.0,3.0,,1.0,9,0
SR02561,42.0,male,Retired,9.0,4.5,3.5,2.0,0.0,8.0,3.0,2.0,1.0,0.0,4,0
SR04897,34.0,Female,Business Owner,7.0,6.5,10.0,4.5,5.0,4.0,34.0,3.0,,0.0,10,1
SR02636,23.0,Other,Healthcare Worker,6.5,3.0,2.5,2.5,6.0,6.0,23.0,5.0,11.0,1.5,10,0
SR03531,25.0,Non-binary,Teacher,7.0,6.5,,3.5,0.0,9.0,23.0,1.0,4.0,0.5,10,1
SR00376,22.0,Female,Student,-2.0,4.5,6.0,,0.0,7.0,34.0,3.0,,0.0,10,1
SR01909,21.0,Female,Student,8.5,5.0,6.5,3.5,3.0,7.0,31.0,6.0,,0.0,5,0
SR04333,57.0,  Female ,Retired,5.5,,2.0,2.0,1.0,7.0,12.0,6.0,,0.0,7,0
SR04380,68.0,Female,Retired,,3.5,,2.0,0.0,9.0,17.0,2.0,5.0,0.0,5,0
SR04028,26.0,Male,Freelancer,5.0,5.0,7.0,4.5,3.0,6.0,47.0,4.0,,0.0,10,1
SR01605,23.0,Male,Business Owner,8.0,11.5,15.0,2.5,3.0,7.0,47.0,6.0,10.0,0.5,10,1
SR01119,39.0,Female,Techer,9.5,5.0,5.5,3.5,0.0,8.0,44.0,5.0,9.0,1.0,10,1
SR03678,49.0,Male,Retired,5.5,3.5,4.5,0.0,1.0,8.0,8.0,2.0,0.0,0.0,7,0
SR03491,34.0,Male,Freelancer,8.0,7.5,11.0,1.0,,,46.0,4.0,11.0,0.5,10,1
SR04865,,Other,Studdent,8.5,1.5,1.0,4.5,2.0,5.0,10.0,4.0,0.0,0.0,4,0
SR02959,,Non-binary,Freelancer,6.0,5.0,6.5,0.0,3.0,,65.0,1.0,9.0,0.0,10,0
SR01995,78.0,Woman,Retired,8.5,5.0,7.5,0.0,3.0,9.0,3.0,6.0,1.0,0.5,0,0
SR04956,24.0,Other,Business Owner,5.0,7.5,10.5,2.5,0.0,2.0,44.0,3.0,11.0,0.0,10,0
SR04356,77.0,Non-binary,Teacher,7.0,35.0,12.5,0.0,2.0,7.0,35.0,3.0,5.0,0.5,10,1
SR02377,-5.0,Female,Healthcare Worker,5.5,3.5,,3.0,1.0,5.0,34.0,6.0,12.0,1.5,10,1
SR01343,55.0,Male,Teacher,7.0,6.0,8.0,2.0,1.0,7.0,27.0,3.0,,0.5,7,0
SR00321,36.0,Female,Teacher,5.0,,11.5,1.0,4.0,6.0,12.0,5.0,6.0,0.0,10,0
SR01620,29.0,Other,Teacher,8.0,5.5,7.5,0.0,3.0,4.0,11.0,3.0,5.0,0.0,5,0
SR03714,,Female,Young Professional,,8.5,11.0,3.5,3.0,9.0,34.0,2.0,11.0,0.0,10,1
SR02061,21.0,Male,Student,6.0,4.5,6.0,4.5,1.0,6.0,27.0,4.0,5.0,1.0,8,0
SR02220,41.0,Male,Business Owner,7.0,5.0,6.0,2.5,4.0,4.0,64.0,2.0,13.0,0.5,10,1
SR01674,26.0,Non-binary,Teacher,8.0,3.5,4.0,2.0,1.0,8.0,31.0,,4.0,1.0,5,0
SR00261,21.0,Non-binary,Student,7.5,8.0,10.5,4.0,2.0,4.0,32.0,2.0,5.0,1.5,10,1
SR04418,50.0,Female,Retired,5.0,2.0,5.5,4.5,2.0,6.0,21.0,6.0,1.0,0.5,8,0
SR02040,30.0,Male,Student,7.0,7.5,11.0,4.0,2.0,4.0,27.0,3.0,5.0,0.5,10,1
SR00902,,Male,Student,6.0,,12.5,1.5,1.0,2.0,60.0,8.0,4.0,0.0,10,0
SR03745,41.0,other,Business Owner,8.0,9.5,12.5,3.5,3.0,5.0,,3.0,16.0,1.5,10,1
SR02027,58.0,Female,Teacher,5.0,2.5,4.5,3.0,,4.0,22.0,2.0,,0.5,10,1
SR01918,38.0,Male,Healthcare Worker,6.5,7.5,11.5,0.0,7.0,9.0,37.0,4.0,14.0,1.0,10,1
SR01829,34.0,Female,Business Owner,8.5,7.0,,,4.0,9.0,50.0,7.0,12.0,0.0,10,1
SR01574,72.0,Male,Teacher,8.5,5.5,7.5,1.5,2.0,7.0,8.0,2.0,5.0,1.5,6,0
SR04395,29.0,Male,Freelancer,11.0,7.5,10.0,,4.0,5.0,55.0,5.0,11.0,0.5,10,1
SR04209,40.0,Male,Retired,7.0,6.0,5.5,1.0,0.0,7.0,18.0,3.0,4.0,0.5,6,0
SR00225,23.0,Female,Student,6.0,6.5,8.5,6.5,0.0,8.0,37.0,2.0,5.0,0.5,10,1
SR00724,,Female,Freelancer,7.5,4.0,3.5,6.5,4.0,6.0,35.0,3.0,8.0,0.0,10,1
SR04486,28.0,Male,Young Professional,6.5,28.0,4.0,6.0,4.0,6.0,28.0,2.0,8.0,1.0,7,0
SR01142,58.0,Male,Young Professional,8.5,7.0,8.5,1.5,6.0,5.0,35.0,1.0,7.0,1.5,10,1
SR02763,37.0,Male,Business Owner,,9.5,12.0,1.5,4.0,7.0,31.0,9.0,13.0,0.0,10,1
SR00847,24.0,Non-binary,Young Professional,8.5,6.5,8.0,6.0,5.0,5.0,35.0,4.0,12.0,,10,1
SR02552,54.0,Female,Young Professional,8.0,6.5,7.0,2.5,3.0,6.0,45.0,3.0,11.0,1.5,10,1
SR02929,57.0,Female,Healthcare Worker,,4.0,5.5,3.0,5.0,7.0,37.0,6.0,12.0,,10,1
SR00118,39.0,Female,Freelancer,9.5,,9.5,4.0,2.0,9.0,12.0,1.0,9.0,0.0,10,1
SR00646,32.0,Non-binary,Young Professional,6.5,6.0,9.0,2.0,1.0,4.0,21.0,4.0,11.0,1.5,6,0
SR00004,27.0,Non-binary,Business Owner,8.5,6.5,8.5,5.0,4.0,7.0,29.0,3.0,11.0,0.5,10,1
SR04171,26.0,f,Teacher,4.5,,11.5,4.5,1.0,6.0,24.0,4.0,7.0,0.5,10,1
SR00468,29.0,Female,Healthcare Worker,6.0,4.5,7.0,0.0,2.0,4.0,38.0,0.0,,1.0,10,1
SR00006,56.0,Female,Teacher,7.5,2.5,,4.5,1.0,8.0,20.0,3.0,,1.0,5,0
SR00920,42.0,Female,Business Owner,8.0,,8.0,2.0,4.0,7.0,25.0,6.0,11.0,1.0,3,0
SR02596,20.0,Other,Student,7.5,4.0,6.0,1.5,2.0,7.0,,3.0,5.0,0.0,10,1
SR01064,20.0,Female,Student,7.0,,5.5,4.0,2.0,6.0,52.0,6.0,4.0,0.0,10,1
SR02591,34.0,other,Healthcare Worker,6.0,6.0,8.0,1.5,3.0,6.0,28.0,2.0,10.0,1.0,10,1
SR00243,71.0,Male,Retired,8.0,3.5,4.5,1.5,4.0,5.0,23.0,5.0,0.0,0.0,3,0
SR01161,27.0,Male,Teacher,7.5,4.0,9.0,0.0,1.0,9.0,21.0,5.0,8.0,1.0,3,0
SR02871,57.0,Female,Healthcare Worker,5.5,6.5,,6.5,7.0,6.0,22.0,4.0,9.0,0.5,10,0
SR03736,20.0,Male,Free Lancer,8.5,10.5,14.0,4.5,2.0,,35.0,,6.0,0.0,10,1
SR02398,28.0,Female,Young Professional,8.0,7.5,11.0,1.0,3.0,6.0,19.0,3.0,10.0,1.5,8,0
SR03518,30.0,Male,Young Professional,9.5,5.5,7.5,3.5,4.0,6.0,,5.0,,1.0,3,0
SR03422,59.0,Female,Retired,10.0,4.0,5.5,3.0,4.0,9.0,36.0,7.0,2.0,0.0,0,0
SR02564,54.0,Male,Young Professional,,3.5,4.0,1.0,2.0,5.0,24.0,2.0,10.0,1.5,10,1
SR01606,25.0,Female,Healthcare Worker,3.5,4.5,6.0,0.5,5.0,8.0,16.0,2.0,14.0,1.0,10,1
SR04829,,Male,Retired,9.0,2.0,2.5,2.0,2.0,6.0,11.0,4.0,1.0,0.0,3,0
SR02325,53.0,Other,Business Owner,5.5,9.5,13.5,5.5,5.0,4.0,35.0,2.0,9.0,0.5,10,1
SR02710,28.0,Female,Student,7.5,6.5,9.5,1.5,0.0,8.0,37.0,3.0,1.0,0.0,10,1
SR04399,73.0,Male,Young Professional,8.0,11.0,15.0,1.5,3.0,4.0,25.0,2.0,8.0,1.5,10,1
SR01313,18.0,MALE,Student,6.0,4.0,3.0,3.0,0.0,8.0,24.0,0.0,7.0,0.5,6,0
SR03449,26.0,  Female ,Freelancer,6.5,7.0,10.5,4.0,,6.0,38.0,2.0,7.0,0.5,10,1
SR03813,-5.0,  Female ,Business Owner,7.0,6.0,9.0,3.5,4.0,6.0,36.0,0.0,15.0,0.5,10,1
SR04656,29.0,Other,Young Professional,6.0,6.5,10.0,2.5,,4.0,50.0,6.0,4.0,1.5,10,1
SR02363,19.0,Male,Student,6.5,1.0,2.5,5.0,3.0,7.0,50.0,4.0,6.0,0.0,10,1
SR01976,36.0,Non-binary,Healthcare Worker,4.5,6.0,,5.0,2.0,5.0,8.0,5.0,12.0,0.5,10,1
SR03515,35.0,Female,Young Professional,5.5,,4.0,1.5,3.0,8.0,25.0,8.0,5.0,1.0,8,0
SR01762,39.0,Male,Healthcare Worker,4.5,,8.0,0.5,30.0,8.0,42.0,6.0,10.0,0.5,10,0
SR02740,44.0,Male,TEACHER,6.0,8.5,11.5,4.5,5.0,8.0,12.0,2.0,6.0,0.5,10,1
SR04845,45.0,Male,Business Owner,8.5,6.0,9.5,0.0,4.0,8.0,57.0,4.0,11.0,0.5,10,1
SR02473,71.0,Male,Business Owner,5.5,7.0,10.5,5.0,1.0,4.0,47.0,0.0,8.0,0.5,10,1
SR04008,73.0,Female,Retired,7.5,5.5,8.0,2.0,0.0,5.0,16.0,4.0,0.0,0.0,4,0
SR01494,77.0,Male,Retired,9.0,4.0,4.5,2.0,1.0,8.0,3.0,4.0,4.0,0.5,1,0
SR04207,38.0,Male,Business Owner,,9.5,11.0,,1.0,9.0,58.0,3.0,13.0,1.0,10,1
SR02159,72.0,Male,Retired,4.5,6.0,6.0,1.5,,,17.0,3.0,5.0,0.0,10,1
SR01170,21.0,Male,Student,6.5,7.5,11.0,2.5,1.0,9.0,9.0,5.0,2.0,0.0,10,1
SR04517,21.0,Female,Student,6.5,5.0,7.0,3.5,2.0,7.0,22.0,4.0,3.0,0.5,6,0
SR00233,76.0,Female,Retired,7.0,5.5,6.5,3.0,1.0,7.0,14.0,4.0,2.0,0.5,6,0
SR00067,29.0,Female,Business Owner,5.0,5.5,6.0,2.5,2.0,3.0,64.0,1.0,13.0,0.5,10,1
SR01604,21.0,Male,Student,7.0,5.0,6.0,2.5,2.0,4.0,61.0,6.0,7.0,0.0,10,1
SR03284,74.0,Non-binary,Retired,8.5,6.0,9.5,0.0,0.0,9.0,17.0,7.0,5.0,0.5,0,1
SR03597,35.0,Female,Freelancer,8.5,8.0,11.5,3.0,3.0,3.0,45.0,3.0,10.0,0.5,10,1
SR00126,40.0,Male,Business Owner,9.0,28.0,6.5,4.5,3.0,4.0,19.0,4.0,11.0,1.0,4,0
SR01297,20.0,Male,Freelancer,6.5,,7.5,3.0,2.0,5.0,39.0,1.0,7.0,0.0,10,1
SR01977,20.0,Non-binary,Student,7.0,7.0,9.0,,1.0,7.0,44.0,0.0,4.0,0.5,10,1
SR04518,,Female,Retired,7.0,3.5,,0.0,2.0,5.0,7.0,6.0,5.0,0.5,5,1
SR04482,29.0,Female,Retired,7.5,,2.0,0.5,2.0,8.0,9.0,4.0,7.0,0.0,4,0
SR02076,20.0,Non-binary,Studdent,5.5,11.0,15.0,5.0,3.0,3.0,19.0,3.0,,0.0,10,1
SR03087,24.0,Female,Young Professional,6.0,6.0,9.0,2.5,0.0,7.0,19.0,3.0,6.0,1.0,7,0
SR04346,66.0,Female,Retired,7.5,3.5,6.5,3.5,0.0,10.0,30.0,4.0,4.0,0.5,7,0
SR03346,71.0,Male,Retired,,2.5,2.0,0.5,2.0,8.0,25.0,0.0,5.0,0.5,5,0
SR04465,,Male,Business Owner,6.5,6.0,9.0,1.0,0.0,9.0,19.0,10.0,12.0,0.0,6,0
SR02798,40.0,Female,Teacher,5.5,2.5,3.0,1.5,0.0,9.0,19.0,2.0,8.0,0.0,7,0
SR00919,71.0,Female,Retired,9.5,2.0,2.5,0.0,2.0,10.0,12.0,3.0,1.0,0.0,0,0
SR01647,19.0,Female,Student,8.0,6.0,8.0,4.5,5.0,3.0,,0.0,6.0,1.0,10,1
SR00365,48.0,Male,Young Professional,6.5,5.0,6.5,3.0,3.0,10.0,43.0,3.0,11.0,1.5,10,1
SR03288,75.0,Female,Retired,9.5,3.0,5.0,0.0,4.0,8.0,33.0,3.0,2.0,0.5,8,0
SR02126,20.0,nb,Student,7.5,7.0,8.0,4.0,1.0,7.0,54.0,,8.0,1.5,10,1
SR04124,24.0,Non-binary,Freelancer,7.5,7.5,8.5,4.5,3.0,4.0,40.0,6.0,4.0,0.0,10,1
SR00526,67.0,Male,Retired,4.0,4.5,5.0,1.0,0.0,8.0,13.0,4.0,3.0,0.0,10,1
SR00056,42.0,Male,Healthcare Worker,7.0,3.5,6.0,3.5,2.0,7.0,10.0,6.0,13.0,0.5,4,0
SR00639,52.0,non-binary,Teacher,8.5,10.0,,2.5,3.0,10.0,22.0,0.0,9.0,0.5,10,1
SR00303,27.0,FEMALE,Business Owner,5.5,10.0,11.5,5.0,4.0,9.0,50.0,5.0,,0.0,10,1
SR02767,75.0,Female,Retired,9.5,4.5,6.0,2.5,0.0,8.0,4.0,4.0,0.0,0.5,2,0
SR01277,21.0,Female,Studdent,6.0,8.0,8.0,5.0,0.0,5.0,30.0,3.0,6.0,1.0,10,1
SR02056,36.0,Other,Teacher,7.5,6.0,4.5,1.5,2.0,7.0,12.0,2.0,9.0,0.0,6,0
SR03645,52.0,Non-binary,Retired,6.5,3.5,3.0,3.5,2.0,5.0,27.0,4.0,4.0,0.0,6,0
SR04144,25.0,Male,Young Professional,9.0,6.0,9.0,3.5,4.0,7.0,8.0,3.0,,1.5,6,1
SR02879,43.0,Male,Business Owner,5.5,6.0,8.5,,3.0,5.0,25.0,7.0,12.0,0.5,10,0
SR04203,32.0,Female,Student,8.5,8.5,11.5,2.5,0.0,,25.0,4.0,6.0,0.0,10,1
SR02287,52.0,Male,Retired,8.0,6.0,9.0,0.5,3.0,9.0,3.0,2.0,4.0,0.0,3,0
SR02262,0.0,FEMALE,Young Professional,7.0,7.5,10.0,1.5,1.0,6.0,18.0,2.0,10.0,1.5,9,1
SR02297,19.0,Man,Student,6.5,4.5,6.5,3.0,2.0,5.0,45.0,,3.0,0.0,10,1
SR01754,58.0,Male,young professional,5.5,4.5,,2.0,1.0,6.0,38.0,5.0,7.0,1.5,10,1
SR01969,78.0,Male,Retired,7.5,5.0,8.0,1.0,0.0,9.0,3.0,7.0,1.0,0.0,2,0
SR04352,36.0,Female,Retired,9.5,4.5,6.5,0.5,3.0,9.0,45.0,4.0,6.0,0.0,10,1
SR03118,38.0,Female,Young Professional,6.5,10.0,15.0,3.0,3.0,7.0,40.0,0.0,,0.5,10,1
SR02394,27.0,NB,Student,8.0,2.5,4.5,2.5,3.0,7.0,46.0,5.0,,0.0,10,1
SR00524,75.0,Female,Retired,7.5,3.0,3.5,2.5,2.0,8.0,40.0,1.0,2.0,0.5,10,1
SR03901,62.0,Male,Retired,,6.0,6.5,0.0,0.0,10.0,15.0,6.0,6.0,0.5,0,1
SR03123,19.0,Female,Retired,7.0,4.0,4.0,4.0,,10.0,19.0,3.0,5.0,0.5,5,0
SR04157,18.0,Other,Student,6.5,12.5,14.5,2.5,2.0,,30.0,0.0,8.0,1.0,10,1
SR01970,18.0,Female,Student,7.0,7.5,8.5,2.0,0.0,8.0,54.0,7.0,2.0,,10,1
SR00672,51.0,Woman,Teacher,9.5,7.0,10.0,3.0,,6.0,25.0,3.0,7.0,0.0,7,1
SR04189,31.0,Male,Healthcare Worker,3.5,3.5,3.0,1.5,1.0,8.0,9.0,6.0,13.0,0.5,10,1
SR00667,56.0,Male,Retired,9.0,8.5,12.0,2.0,2.0,5.0,19.0,5.0,2.0,0.0,4,0
SR04339,81.0,Male,Freelancer,8.0,9.5,14.5,1.5,4.0,5.0,36.0,5.0,9.0,0.0,10,1
SR01888,18.0,Other,Freelancer,11.0,8.5,13.0,3.0,1.0,,38.0,1.0,9.0,0.5,10,1
SR03267,42.0,Female,Young Professional,7.0,7.0,9.0,6.0,3.0,7.0,49.0,4.0,,1.5,10,1
SR00281,54.0,Female,Young Professional,5.0,4.5,5.0,5.0,4.0,7.0,22.0,4.0,9.0,1.0,10,1
SR01720,18.0,Male,Student,,10.0,13.5,0.0,0.0,6.0,55.0,3.0,7.0,0.5,10,1
SR02948,20.0,Female,Student,6.5,6.5,9.0,2.0,0.0,3.0,29.0,4.0,4.0,0.5,9,0
SR00900,57.0,Male,Healthcare Worker,6.5,3.0,6.0,3.0,,8.0,38.0,4.0,12.0,0.0,10,1
SR04851,,Female,Young Professional,5.5,10.0,12.0,3.5,3.0,8.0,27.0,3.0,11.0,1.5,10,1
SR00761,32.0,Male,Student,5.5,7.0,10.5,8.0,2.0,8.0,30.0,5.0,1.0,0.0,10,1
SR01907,48.0,Other,Young Professional,5.5,4.5,4.5,,3.0,7.0,27.0,6.0,9.0,1.0,10,1
